rank,invalid_conf,confident_conf,margin,score,pos_diag_rate,pos_uncertain_rate,pos_invalid_rate,pos_overall_acc,pos_diag_acc,neg_diag_rate,neg_uncertain_rate,neg_invalid_rate
1,0.55,0.9,0.1,-0.7790917352301471,0.9947687224669604,0.004405286343612335,0.0008259911894273128,0.9980726872246696,0.9988928867976751,0.7407407407407407,0.18518518518518517,0.07407407407407407
2,0.55,0.9,0.15,-0.7790917352301471,0.9947687224669604,0.004405286343612335,0.0008259911894273128,0.9980726872246696,0.9988928867976751,0.7407407407407407,0.18518518518518517,0.07407407407407407
3,0.55,0.9,0.2,-0.7790917352301471,0.9947687224669604,0.004405286343612335,0.0008259911894273128,0.9980726872246696,0.9988928867976751,0.7407407407407407,0.18518518518518517,0.07407407407407407
4,0.55,0.9,0.25,-0.7790917352301471,0.9947687224669604,0.004405286343612335,0.0008259911894273128,0.9980726872246696,0.9988928867976751,0.7407407407407407,0.18518518518518517,0.07407407407407407
5,0.55,0.9,0.3,-0.7790917352301471,0.9947687224669604,0.004405286343612335,0.0008259911894273128,0.9980726872246696,0.9988928867976751,0.7407407407407407,0.18518518518518517,0.07407407407407407
6,0.55,0.9,0.35,-0.7790917352301471,0.9947687224669604,0.004405286343612335,0.0008259911894273128,0.9980726872246696,0.9988928867976751,0.7407407407407407,0.18518518518518517,0.07407407407407407
7,0.6,0.9,0.1,-0.7790917352301471,0.9947687224669604,0.004405286343612335,0.0008259911894273128,0.9980726872246696,0.9988928867976751,0.7407407407407407,0.18518518518518517,0.07407407407407407
8,0.6,0.9,0.15,-0.7790917352301471,0.9947687224669604,0.004405286343612335,0.0008259911894273128,0.9980726872246696,0.9988928867976751,0.7407407407407407,0.18518518518518517,0.07407407407407407
9,0.6,0.9,0.2,-0.7790917352301471,0.9947687224669604,0.004405286343612335,0.0008259911894273128,0.9980726872246696,0.9988928867976751,0.7407407407407407,0.18518518518518517,0.07407407407407407
10,0.6,0.9,0.25,-0.7790917352301471,0.9947687224669604,0.004405286343612335,0.0008259911894273128,0.9980726872246696,0.9988928867976751,0.7407407407407407,0.18518518518518517,0.07407407407407407
11,0.6,0.9,0.3,-0.7790917352301471,0.9947687224669604,0.004405286343612335,0.0008259911894273128,0.9980726872246696,0.9988928867976751,0.7407407407407407,0.18518518518518517,0.07407407407407407
12,0.6,0.9,0.35,-0.7790917352301471,0.9947687224669604,0.004405286343612335,0.0008259911894273128,0.9980726872246696,0.9988928867976751,0.7407407407407407,0.18518518518518517,0.07407407407407407
13,0.65,0.9,0.1,-0.7807437176090017,0.9947687224669604,0.003854625550660793,0.0013766519823788547,0.9980726872246696,0.9988928867976751,0.7407407407407407,0.18518518518518517,0.07407407407407407
14,0.65,0.9,0.15,-0.7807437176090017,0.9947687224669604,0.003854625550660793,0.0013766519823788547,0.9980726872246696,0.9988928867976751,0.7407407407407407,0.18518518518518517,0.07407407407407407
15,0.65,0.9,0.2,-0.7807437176090017,0.9947687224669604,0.003854625550660793,0.0013766519823788547,0.9980726872246696,0.9988928867976751,0.7407407407407407,0.18518518518518517,0.07407407407407407
16,0.65,0.9,0.25,-0.7807437176090017,0.9947687224669604,0.003854625550660793,0.0013766519823788547,0.9980726872246696,0.9988928867976751,0.7407407407407407,0.18518518518518517,0.07407407407407407
17,0.65,0.9,0.3,-0.7807437176090017,0.9947687224669604,0.003854625550660793,0.0013766519823788547,0.9980726872246696,0.9988928867976751,0.7407407407407407,0.18518518518518517,0.07407407407407407
18,0.65,0.9,0.35,-0.7807437176090017,0.9947687224669604,0.003854625550660793,0.0013766519823788547,0.9980726872246696,0.9988928867976751,0.7407407407407407,0.18518518518518517,0.07407407407407407
19,0.7,0.9,0.1,-0.7832216911772837,0.9947687224669604,0.0030286343612334803,0.0022026431718061676,0.9980726872246696,0.9988928867976751,0.7407407407407407,0.18518518518518517,0.07407407407407407
20,0.7,0.9,0.15,-0.7832216911772837,0.9947687224669604,0.0030286343612334803,0.0022026431718061676,0.9980726872246696,0.9988928867976751,0.7407407407407407,0.18518518518518517,0.07407407407407407
